start_time,esports_match_id,map_name,team_one_name,team_two_name,match_winner,map_winner,winning_team_final_map_score,losing_team_final_map_score
6/1/2018 1:54,10471,Hanamura,Dallas Fuel,San Francisco Shock,San Francisco Shock,Dallas Fuel,4,3
6/1/2018 2:31,10471,Oasis,Dallas Fuel,San Francisco Shock,San Francisco Shock,San Francisco Shock,2,0
6/1/2018 2:46,10471,Watchpoint: Gibraltar,Dallas Fuel,San Francisco Shock,San Francisco Shock,San Francisco Shock,4,3
6/1/2018 3:35,10472,Blizzard World,Los Angeles Gladiators,Philadelphia Fusion,Los Angeles Gladiators,Philadelphia Fusion,2,1
6/1/2018 4:00,10472,Horizon Lunar Colony,Los Angeles Gladiators,Philadelphia Fusion,Los Angeles Gladiators,Los Angeles Gladiators,1,0
6/1/2018 4:24,10472,Lijiang Tower,Los Angeles Gladiators,Philadelphia Fusion,Los Angeles Gladiators,Los Angeles Gladiators,2,1
6/1/2018 4:45,10472,Dorado,Los Angeles Gladiators,Philadelphia Fusion,Los Angeles Gladiators,Los Angeles Gladiators,3,2
6/1/2018 23:12,10473,King's Row,Shanghai Dragons,Houston Outlaws,Houston Outlaws,Houston Outlaws,2,0
6/1/2018 23:35,10473,Hanamura,Shanghai Dragons,Houston Outlaws,Houston Outlaws,draw,3,3
6/2/2018 0:16,10473,Lijiang Tower,Shanghai Dragons,Houston Outlaws,Houston Outlaws,Houston Outlaws,2,1
6/2/2018 0:43,10473,Watchpoint: Gibraltar,Shanghai Dragons,Houston Outlaws,Houston Outlaws,Houston Outlaws,3,2
6/2/2018 1:26,10474,Blizzard World,Seoul Dynasty,Florida Mayhem,Seoul Dynasty,Florida Mayhem,1,0
6/2/2018 1:47,10474,Hanamura,Seoul Dynasty,Florida Mayhem,Seoul Dynasty,Florida Mayhem,2,1
6/2/2018 2:23,10474,Oasis,Seoul Dynasty,Florida Mayhem,Seoul Dynasty,Seoul Dynasty,2,0
6/2/2018 2:39,10474,Dorado,Seoul Dynasty,Florida Mayhem,Seoul Dynasty,Seoul Dynasty,4,3
6/2/2018 3:07,10474,Nepal,Seoul Dynasty,Florida Mayhem,Seoul Dynasty,Seoul Dynasty,2,1
6/2/2018 3:48,10475,King's Row,San Francisco Shock,Boston Uprising,San Francisco Shock,San Francisco Shock,3,2
6/2/2018 4:14,10475,Hanamura,San Francisco Shock,Boston Uprising,San Francisco Shock,Boston Uprising,2,0
6/2/2018 4:41,10475,Lijiang Tower,San Francisco Shock,Boston Uprising,San Francisco Shock,San Francisco Shock,2,1
6/2/2018 5:00,10475,Watchpoint: Gibraltar,San Francisco Shock,Boston Uprising,San Francisco Shock,San Francisco Shock,5,4
6/2/2018 20:15,10476,Blizzard World,Dallas Fuel,London Spitfire,Dallas Fuel,Dallas Fuel,1,0
6/2/2018 20:28,10476,Horizon Lunar Colony,Dallas Fuel,London Spitfire,Dallas Fuel,Dallas Fuel,1,0
6/2/2018 20:54,10476,Lijiang Tower,Dallas Fuel,London Spitfire,Dallas Fuel,Dallas Fuel,2,0
6/2/2018 21:11,10476,Watchpoint: Gibraltar,Dallas Fuel,London Spitfire,Dallas Fuel,London Spitfire,5,4
6/2/2018 22:08,10477,Blizzard World,Los Angeles Valiant,New York Excelsior,Los Angeles Valiant,New York Excelsior,3,0
6/2/2018 22:31,10477,Horizon Lunar Colony,Los Angeles Valiant,New York Excelsior,Los Angeles Valiant,Los Angeles Valiant,1,0
6/2/2018 22:56,10477,Oasis,Los Angeles Valiant,New York Excelsior,Los Angeles Valiant,New York Excelsior,2,0
6/2/2018 23:10,10477,Watchpoint: Gibraltar,Los Angeles Valiant,New York Excelsior,Los Angeles Valiant,Los Angeles Valiant,3,2
6/2/2018 23:37,10477,Nepal,Los Angeles Valiant,New York Excelsior,Los Angeles Valiant,Los Angeles Valiant,2,1
6/3/2018 0:23,10478,Blizzard World,Houston Outlaws,Florida Mayhem,Houston Outlaws,Houston Outlaws,3,2
6/3/2018 0:48,10478,Horizon Lunar Colony,Houston Outlaws,Florida Mayhem,Houston Outlaws,Florida Mayhem,1,0
6/3/2018 1:14,10478,Oasis,Houston Outlaws,Florida Mayhem,Houston Outlaws,Houston Outlaws,2,0
6/3/2018 1:29,10478,Watchpoint: Gibraltar,Houston Outlaws,Florida Mayhem,Houston Outlaws,Houston Outlaws,6,5
6/6/2018 23:13,10479,Blizzard World,Boston Uprising,Seoul Dynasty,Boston Uprising,Boston Uprising,2,1
6/6/2018 23:34,10479,Horizon Lunar Colony,Boston Uprising,Seoul Dynasty,Boston Uprising,Boston Uprising,3,2
6/7/2018 0:16,10479,Lijiang Tower,Boston Uprising,Seoul Dynasty,Boston Uprising,Seoul Dynasty,2,0
6/7/2018 0:32,10479,Dorado,Boston Uprising,Seoul Dynasty,Boston Uprising,Boston Uprising,2,1
6/7/2018 1:10,10480,Blizzard World,Florida Mayhem,Shanghai Dragons,Florida Mayhem,Florida Mayhem,2,1
6/7/2018 1:33,10480,Horizon Lunar Colony,Florida Mayhem,Shanghai Dragons,Florida Mayhem,Shanghai Dragons,2,0
6/7/2018 2:06,10480,Lijiang Tower,Florida Mayhem,Shanghai Dragons,Florida Mayhem,Shanghai Dragons,2,0
6/7/2018 2:22,10480,Watchpoint: Gibraltar,Florida Mayhem,Shanghai Dragons,Florida Mayhem,Florida Mayhem,5,4
6/7/2018 2:51,10480,Nepal,Florida Mayhem,Shanghai Dragons,Florida Mayhem,Florida Mayhem,2,1
6/7/2018 3:32,10481,King's Row,Houston Outlaws,Dallas Fuel,Houston Outlaws,Houston Outlaws,3,2
6/7/2018 3:57,10481,Hanamura,Houston Outlaws,Dallas Fuel,Houston Outlaws,Dallas Fuel,3,2
6/7/2018 4:37,10481,Lijiang Tower,Houston Outlaws,Dallas Fuel,Houston Outlaws,Houston Outlaws,2,1
6/7/2018 4:58,10481,Dorado,Houston Outlaws,Dallas Fuel,Houston Outlaws,Houston Outlaws,1,0
6/7/2018 23:13,10482,Blizzard World,London Spitfire,Los Angeles Valiant,Los Angeles Valiant,draw,3,3
6/7/2018 23:43,10482,Horizon Lunar Colony,London Spitfire,Los Angeles Valiant,Los Angeles Valiant,London Spitfire,1,0
6/8/2018 0:10,10482,Lijiang Tower,London Spitfire,Los Angeles Valiant,Los Angeles Valiant,Los Angeles Valiant,2,0
6/8/2018 0:29,10482,Dorado,London Spitfire,Los Angeles Valiant,Los Angeles Valiant,Los Angeles Valiant,3,0
6/8/2018 1:09,10483,King's Row,New York Excelsior,Los Angeles Gladiators,Los Angeles Gladiators,New York Excelsior,2,1
6/8/2018 1:31,10483,Hanamura,New York Excelsior,Los Angeles Gladiators,Los Angeles Gladiators,New York Excelsior,2,1
6/8/2018 2:08,10483,Lijiang Tower,New York Excelsior,Los Angeles Gladiators,Los Angeles Gladiators,Los Angeles Gladiators,2,1
6/8/2018 2:29,10483,Watchpoint: Gibraltar,New York Excelsior,Los Angeles Gladiators,Los Angeles Gladiators,Los Angeles Gladiators,3,1
6/8/2018 2:53,10483,Nepal,New York Excelsior,Los Angeles Gladiators,Los Angeles Gladiators,Los Angeles Gladiators,2,0
6/8/2018 3:29,10484,King's Row,Philadelphia Fusion,San Francisco Shock,Philadelphia Fusion,San Francisco Shock,4,3
6/8/2018 3:59,10484,Horizon Lunar Colony,Philadelphia Fusion,San Francisco Shock,Philadelphia Fusion,draw,3,3
6/8/2018 4:39,10484,Lijiang Tower,Philadelphia Fusion,San Francisco Shock,Philadelphia Fusion,Philadelphia Fusion,2,1
6/8/2018 5:00,10484,Watchpoint: Gibraltar,Philadelphia Fusion,San Francisco Shock,Philadelphia Fusion,Philadelphia Fusion,4,3
6/8/2018 23:12,10485,Blizzard World,Shanghai Dragons,Boston Uprising,Boston Uprising,Boston Uprising,3,0
6/8/2018 23:30,10485,Hanamura,Shanghai Dragons,Boston Uprising,Boston Uprising,Boston Uprising,2,1
6/8/2018 23:59,10485,Oasis,Shanghai Dragons,Boston Uprising,Boston Uprising,Boston Uprising,2,0
6/9/2018 0:14,10485,Dorado,Shanghai Dragons,Boston Uprising,Boston Uprising,Boston Uprising,3,2
6/9/2018 0:56,10486,Blizzard World,Dallas Fuel,Florida Mayhem,Dallas Fuel,Dallas Fuel,2,1
6/9/2018 1:17,10486,Horizon Lunar Colony,Dallas Fuel,Florida Mayhem,Dallas Fuel,Dallas Fuel,2,1
6/9/2018 1:50,10486,Lijiang Tower,Dallas Fuel,Florida Mayhem,Dallas Fuel,Dallas Fuel,2,1
6/9/2018 2:13,10486,Dorado,Dallas Fuel,Florida Mayhem,Dallas Fuel,Dallas Fuel,2,1
6/9/2018 2:55,10487,King's Row,Seoul Dynasty,Philadelphia Fusion,Philadelphia Fusion,Seoul Dynasty,4,3
6/9/2018 3:24,10487,Hanamura,Seoul Dynasty,Philadelphia Fusion,Philadelphia Fusion,Seoul Dynasty,2,1
6/9/2018 3:53,10487,Oasis,Seoul Dynasty,Philadelphia Fusion,Philadelphia Fusion,Philadelphia Fusion,2,0
6/9/2018 4:09,10487,Dorado,Seoul Dynasty,Philadelphia Fusion,Philadelphia Fusion,Philadelphia Fusion,3,2
6/9/2018 4:33,10487,Nepal,Seoul Dynasty,Philadelphia Fusion,Philadelphia Fusion,Philadelphia Fusion,2,0
6/9/2018 20:13,10488,Blizzard World,Los Angeles Gladiators,London Spitfire,Los Angeles Gladiators,London Spitfire,2,0
6/9/2018 20:34,10488,Horizon Lunar Colony,Los Angeles Gladiators,London Spitfire,Los Angeles Gladiators,London Spitfire,2,1
6/9/2018 21:11,10488,Oasis,Los Angeles Gladiators,London Spitfire,Los Angeles Gladiators,Los Angeles Gladiators,2,0
6/9/2018 21:31,10488,Watchpoint: Gibraltar,Los Angeles Gladiators,London Spitfire,Los Angeles Gladiators,Los Angeles Gladiators,2,1
6/9/2018 21:53,10488,Nepal,Los Angeles Gladiators,London Spitfire,Los Angeles Gladiators,Los Angeles Gladiators,2,0
6/9/2018 22:36,10489,King's Row,San Francisco Shock,New York Excelsior,New York Excelsior,New York Excelsior,1,0
6/9/2018 22:58,10489,Hanamura,San Francisco Shock,New York Excelsior,New York Excelsior,draw,2,2
6/9/2018 23:35,10489,Oasis,San Francisco Shock,New York Excelsior,New York Excelsior,San Francisco Shock,2,0
6/9/2018 23:53,10489,Dorado,San Francisco Shock,New York Excelsior,New York Excelsior,New York Excelsior,3,0
6/10/2018 0:34,10490,Blizzard World,Los Angeles Valiant,Houston Outlaws,Los Angeles Valiant,Los Angeles Valiant,3,2
6/10/2018 1:00,10490,Hanamura,Los Angeles Valiant,Houston Outlaws,Los Angeles Valiant,Los Angeles Valiant,2,1
6/10/2018 1:34,10490,Oasis,Los Angeles Valiant,Houston Outlaws,Los Angeles Valiant,Los Angeles Valiant,2,1
6/10/2018 1:56,10490,Dorado,Los Angeles Valiant,Houston Outlaws,Los Angeles Valiant,Los Angeles Valiant,3,2
6/13/2018 23:14,10621,King's Row,Shanghai Dragons,Los Angeles Gladiators,Los Angeles Gladiators,Los Angeles Gladiators,3,0
6/13/2018 23:34,10621,Horizon Lunar Colony,Shanghai Dragons,Los Angeles Gladiators,Los Angeles Gladiators,Los Angeles Gladiators,2,1
6/14/2018 0:07,10621,Lijiang Tower,Shanghai Dragons,Los Angeles Gladiators,Los Angeles Gladiators,Los Angeles Gladiators,2,1
6/14/2018 0:28,10621,Watchpoint: Gibraltar,Shanghai Dragons,Los Angeles Gladiators,Los Angeles Gladiators,Los Angeles Gladiators,3,1
6/14/2018 1:12,10622,King's Row,San Francisco Shock,Los Angeles Valiant,Los Angeles Valiant,San Francisco Shock,1,0
6/14/2018 1:27,10622,Hanamura,San Francisco Shock,Los Angeles Valiant,Los Angeles Valiant,Los Angeles Valiant,2,1
6/14/2018 1:59,10622,Lijiang Tower,San Francisco Shock,Los Angeles Valiant,Los Angeles Valiant,Los Angeles Valiant,2,0
6/14/2018 2:17,10622,Dorado,San Francisco Shock,Los Angeles Valiant,Los Angeles Valiant,Los Angeles Valiant,3,1
6/14/2018 3:05,10623,Blizzard World,Dallas Fuel,Seoul Dynasty,Seoul Dynasty,Seoul Dynasty,3,2
6/14/2018 3:28,10623,Horizon Lunar Colony,Dallas Fuel,Seoul Dynasty,Seoul Dynasty,Seoul Dynasty,1,0
6/14/2018 3:59,10623,Oasis,Dallas Fuel,Seoul Dynasty,Seoul Dynasty,Dallas Fuel,2,1
6/14/2018 4:23,10623,Dorado,Dallas Fuel,Seoul Dynasty,Seoul Dynasty,Seoul Dynasty,2,1
6/14/2018 23:14,10624,Blizzard World,Philadelphia Fusion,Houston Outlaws,Houston Outlaws,Philadelphia Fusion,2,1
6/14/2018 23:34,10624,Horizon Lunar Colony,Philadelphia Fusion,Houston Outlaws,Houston Outlaws,Houston Outlaws,2,1
6/15/2018 0:05,10624,Lijiang Tower,Philadelphia Fusion,Houston Outlaws,Houston Outlaws,Houston Outlaws,2,1
6/15/2018 0:28,10624,Watchpoint: Gibraltar,Philadelphia Fusion,Houston Outlaws,Houston Outlaws,Houston Outlaws,3,0
6/15/2018 1:07,10625,King's Row,London Spitfire,Florida Mayhem,London Spitfire,London Spitfire,3,2
6/15/2018 1:32,10625,Hanamura,London Spitfire,Florida Mayhem,London Spitfire,London Spitfire,2,1
6/15/2018 2:04,10625,Oasis,London Spitfire,Florida Mayhem,London Spitfire,London Spitfire,2,1
6/15/2018 2:27,10625,Dorado,London Spitfire,Florida Mayhem,London Spitfire,London Spitfire,1,0
6/15/2018 3:04,10626,Blizzard World,Boston Uprising,New York Excelsior,Boston Uprising,New York Excelsior,2,1
6/15/2018 3:28,10626,Horizon Lunar Colony,Boston Uprising,New York Excelsior,Boston Uprising,Boston Uprising,4,3
6/15/2018 4:08,10626,Lijiang Tower,Boston Uprising,New York Excelsior,Boston Uprising,Boston Uprising,2,0
6/15/2018 4:26,10626,Watchpoint: Gibraltar,Boston Uprising,New York Excelsior,Boston Uprising,Boston Uprising,2,1
6/15/2018 23:15,10627,Blizzard World,New York Excelsior,Houston Outlaws,New York Excelsior,Houston Outlaws,3,2
6/15/2018 23:39,10627,Horizon Lunar Colony,New York Excelsior,Houston Outlaws,New York Excelsior,New York Excelsior,2,1
6/16/2018 0:12,10627,Lijiang Tower,New York Excelsior,Houston Outlaws,New York Excelsior,Houston Outlaws,2,1
6/16/2018 0:35,10627,Dorado,New York Excelsior,Houston Outlaws,New York Excelsior,New York Excelsior,2,1
6/16/2018 0:57,10627,Nepal,New York Excelsior,Houston Outlaws,New York Excelsior,New York Excelsior,2,0
6/16/2018 1:36,10628,King's Row,Seoul Dynasty,Los Angeles Gladiators,Los Angeles Gladiators,Seoul Dynasty,4,3
6/16/2018 2:02,10628,Hanamura,Seoul Dynasty,Los Angeles Gladiators,Los Angeles Gladiators,Los Angeles Gladiators,2,1
6/16/2018 2:37,10628,Oasis,Seoul Dynasty,Los Angeles Gladiators,Los Angeles Gladiators,Los Angeles Gladiators,2,0
6/16/2018 2:56,10628,Watchpoint: Gibraltar,Seoul Dynasty,Los Angeles Gladiators,Los Angeles Gladiators,Los Angeles Gladiators,4,3
6/16/2018 3:48,10629,King's Row,Los Angeles Valiant,Dallas Fuel,Dallas Fuel,Dallas Fuel,2,1
6/16/2018 4:11,10629,Horizon Lunar Colony,Los Angeles Valiant,Dallas Fuel,Dallas Fuel,Los Angeles Valiant,4,3
6/16/2018 4:47,10629,Lijiang Tower,Los Angeles Valiant,Dallas Fuel,Dallas Fuel,Dallas Fuel,2,1
6/16/2018 5:04,10629,Watchpoint: Gibraltar,Los Angeles Valiant,Dallas Fuel,Dallas Fuel,Dallas Fuel,4,3
6/16/2018 20:13,10630,King's Row,London Spitfire,Philadelphia Fusion,Philadelphia Fusion,Philadelphia Fusion,3,2
6/16/2018 20:42,10630,Hanamura,London Spitfire,Philadelphia Fusion,Philadelphia Fusion,Philadelphia Fusion,3,2
6/16/2018 21:17,10630,Oasis,London Spitfire,Philadelphia Fusion,Philadelphia Fusion,Philadelphia Fusion,2,1
6/16/2018 21:37,10630,Watchpoint: Gibraltar,London Spitfire,Philadelphia Fusion,Philadelphia Fusion,London Spitfire,3,2
6/16/2018 22:23,10631,Blizzard World,San Francisco Shock,Shanghai Dragons,San Francisco Shock,San Francisco Shock,4,3
6/16/2018 22:49,10631,Horizon Lunar Colony,San Francisco Shock,Shanghai Dragons,San Francisco Shock,San Francisco Shock,2,1
6/16/2018 23:18,10631,Lijiang Tower,San Francisco Shock,Shanghai Dragons,San Francisco Shock,San Francisco Shock,2,1
6/16/2018 23:38,10631,Dorado,San Francisco Shock,Shanghai Dragons,San Francisco Shock,San Francisco Shock,1,0
6/17/2018 0:10,10632,King's Row,Florida Mayhem,Boston Uprising,Boston Uprising,Boston Uprising,3,0
6/17/2018 0:29,10632,Horizon Lunar Colony,Florida Mayhem,Boston Uprising,Boston Uprising,Boston Uprising,4,3
6/17/2018 1:09,10632,Lijiang Tower,Florida Mayhem,Boston Uprising,Boston Uprising,Boston Uprising,2,1
6/17/2018 1:30,10632,Watchpoint: Gibraltar,Florida Mayhem,Boston Uprising,Boston Uprising,Boston Uprising,3,0
6/17/2018 20:15,10546,Watchpoint: Gibraltar,Los Angeles Gladiators,Los Angeles Valiant,Los Angeles Valiant,Los Angeles Valiant,3,0
6/17/2018 20:37,10546,Horizon Lunar Colony,Los Angeles Gladiators,Los Angeles Valiant,Los Angeles Valiant,Los Angeles Gladiators,4,2
6/17/2018 21:16,10546,Lijiang Tower,Los Angeles Gladiators,Los Angeles Valiant,Los Angeles Valiant,Los Angeles Gladiators,2,0
6/17/2018 21:32,10546,King's Row,Los Angeles Gladiators,Los Angeles Valiant,Los Angeles Valiant,Los Angeles Valiant,3,2
6/17/2018 21:58,10546,Dorado,Los Angeles Gladiators,Los Angeles Valiant,Los Angeles Valiant,Los Angeles Valiant,2,0
6/17/2018 22:43,10547,Watchpoint: Gibraltar,New York Excelsior,Dallas Fuel,New York Excelsior,New York Excelsior,4,3
6/17/2018 23:13,10547,Horizon Lunar Colony,New York Excelsior,Dallas Fuel,New York Excelsior,New York Excelsior,1,0
6/17/2018 23:38,10547,Lijiang Tower,New York Excelsior,Dallas Fuel,New York Excelsior,Dallas Fuel,2,0
6/17/2018 23:54,10547,King's Row,New York Excelsior,Dallas Fuel,New York Excelsior,Dallas Fuel,3,2
6/18/2018 0:17,10547,Dorado,New York Excelsior,Dallas Fuel,New York Excelsior,New York Excelsior,2,1
6/18/2018 1:01,10548,Dorado,Los Angeles Valiant,New York Excelsior,Los Angeles Valiant,Los Angeles Valiant,1,0
6/18/2018 1:16,10548,Hanamura,Los Angeles Valiant,New York Excelsior,Los Angeles Valiant,New York Excelsior,1,0
6/18/2018 1:47,10548,Oasis,Los Angeles Valiant,New York Excelsior,Los Angeles Valiant,Los Angeles Valiant,2,0
6/18/2018 2:07,10548,Blizzard World,Los Angeles Valiant,New York Excelsior,Los Angeles Valiant,Los Angeles Valiant,1,0
8/31/2019 1:09,30172,Ilios,Chengdu Hunters,Guangzhou Charge,Guangzhou Charge,Guangzhou Charge,2,1
8/31/2019 1:30,30172,Eichenwalde,Guangzhou Charge,Chengdu Hunters,Guangzhou Charge,Guangzhou Charge,2,1
8/31/2019 1:58,30172,Horizon Lunar Colony,Guangzhou Charge,Chengdu Hunters,Guangzhou Charge,Chengdu Hunters,3,2
8/31/2019 2:23,30172,Rialto,Guangzhou Charge,Chengdu Hunters,Guangzhou Charge,Guangzhou Charge,3,2
8/31/2019 2:43,30172,Lijiang Tower,Chengdu Hunters,Guangzhou Charge,Guangzhou Charge,Guangzhou Charge,2,0
8/31/2019 3:20,30173,Busan,Shanghai Dragons,Philadelphia Fusion,Shanghai Dragons,Shanghai Dragons,2,1
8/31/2019 3:37,30173,King's Row,Philadelphia Fusion,Shanghai Dragons,Shanghai Dragons,Shanghai Dragons,5,4
8/31/2019 4:14,30173,Temple of Anubis,Shanghai Dragons,Philadelphia Fusion,Shanghai Dragons,draw,3,3
8/31/2019 4:41,30173,Watchpoint: Gibraltar,Shanghai Dragons,Philadelphia Fusion,Shanghai Dragons,Philadelphia Fusion,4,3
8/31/2019 5:08,30173,Lijiang Tower,Shanghai Dragons,Philadelphia Fusion,Shanghai Dragons,Shanghai Dragons,2,1
8/31/2019 5:41,30173,King's Row,Philadelphia Fusion,Shanghai Dragons,Shanghai Dragons,Shanghai Dragons,5,4
8/31/2019 6:03,30173,Dorado,Philadelphia Fusion,Shanghai Dragons,Shanghai Dragons,Shanghai Dragons,5,4
8/31/2019 19:07,30175,Busan,Shanghai Dragons,London Spitfire,London Spitfire,London Spitfire,2,0
8/31/2019 19:22,30175,Numbani,London Spitfire,Shanghai Dragons,London Spitfire,London Spitfire,1,0
8/31/2019 19:44,30175,Hanamura,London Spitfire,Shanghai Dragons,London Spitfire,Shanghai Dragons,1,0
8/31/2019 20:04,30175,Watchpoint: Gibraltar,London Spitfire,Shanghai Dragons,London Spitfire,London Spitfire,5,4
8/31/2019 20:34,30175,Lijiang Tower,Shanghai Dragons,London Spitfire,London Spitfire,Shanghai Dragons,2,1
8/31/2019 21:02,30175,King's Row,London Spitfire,Shanghai Dragons,London Spitfire,draw,3,3
8/31/2019 21:27,30175,Dorado,London Spitfire,Shanghai Dragons,London Spitfire,Shanghai Dragons,3,1
8/31/2019 21:46,30175,Ilios,Shanghai Dragons,London Spitfire,London Spitfire,London Spitfire,2,1
8/31/2019 22:21,30176,Busan,Guangzhou Charge,Seoul Dynasty,Seoul Dynasty,Seoul Dynasty,2,1
8/31/2019 22:45,30176,King's Row,Seoul Dynasty,Guangzhou Charge,Seoul Dynasty,Seoul Dynasty,2,1
8/31/2019 23:13,30176,Horizon Lunar Colony,Seoul Dynasty,Guangzhou Charge,Seoul Dynasty,draw,5,5
8/31/2019 23:46,30176,Rialto,Seoul Dynasty,Guangzhou Charge,Seoul Dynasty,Guangzhou Charge,3,2
9/1/2019 0:09,30176,Lijiang Tower,Guangzhou Charge,Seoul Dynasty,Seoul Dynasty,Seoul Dynasty,2,0
9/1/2019 0:31,30176,Eichenwalde,Seoul Dynasty,Guangzhou Charge,Seoul Dynasty,Seoul Dynasty,4,3
9/5/2019 23:09,30151,Lijiang Tower,Seoul Dynasty,Vancouver Titans,Vancouver Titans,Vancouver Titans,2,1
9/5/2019 23:28,30151,Numbani,Vancouver Titans,Seoul Dynasty,Vancouver Titans,Seoul Dynasty,3,1
9/6/2019 0:00,30151,Horizon Lunar Colony,Seoul Dynasty,Vancouver Titans,Vancouver Titans,Seoul Dynasty,1,0
9/6/2019 0:16,30151,Watchpoint: Gibraltar,Seoul Dynasty,Vancouver Titans,Vancouver Titans,Vancouver Titans,3,1
9/6/2019 0:35,30151,Busan,Seoul Dynasty,Vancouver Titans,Vancouver Titans,Vancouver Titans,2,1
9/6/2019 1:00,30151,Eichenwalde,Vancouver Titans,Seoul Dynasty,Vancouver Titans,Vancouver Titans,1,0
9/6/2019 1:38,30152,Busan,Los Angeles Gladiators,Hangzhou Spark,Los Angeles Gladiators,Hangzhou Spark,2,1
9/6/2019 1:56,30152,King's Row,Hangzhou Spark,Los Angeles Gladiators,Los Angeles Gladiators,Los Angeles Gladiators,2,0
9/6/2019 2:27,30152,Temple of Anubis,Los Angeles Gladiators,Hangzhou Spark,Los Angeles Gladiators,Los Angeles Gladiators,4,3
9/6/2019 2:53,30152,Rialto,Los Angeles Gladiators,Hangzhou Spark,Los Angeles Gladiators,Los Angeles Gladiators,2,1
9/6/2019 3:12,30152,Lijiang Tower,Los Angeles Gladiators,Hangzhou Spark,Los Angeles Gladiators,Hangzhou Spark,2,1
9/6/2019 3:38,30152,Eichenwalde,Hangzhou Spark,Los Angeles Gladiators,Los Angeles Gladiators,Hangzhou Spark,4,3
9/6/2019 4:08,30152,Watchpoint: Gibraltar,Hangzhou Spark,Los Angeles Gladiators,Los Angeles Gladiators,Los Angeles Gladiators,3,1
9/6/2019 23:07,30153,Busan,London Spitfire,New York Excelsior,New York Excelsior,New York Excelsior,2,0
9/6/2019 23:23,30153,Numbani,New York Excelsior,London Spitfire,New York Excelsior,New York Excelsior,4,3
9/7/2019 0:01,30153,Temple of Anubis,New York Excelsior,London Spitfire,New York Excelsior,New York Excelsior,4,3
9/7/2019 0:26,30153,Watchpoint: Gibraltar,London Spitfire,New York Excelsior,New York Excelsior,London Spitfire,2,1
9/7/2019 0:45,30153,Ilios,London Spitfire,New York Excelsior,New York Excelsior,New York Excelsior,2,0
9/7/2019 1:15,30154,Busan,Atlanta Reign,San Francisco Shock,Atlanta Reign,Atlanta Reign,2,1
9/7/2019 1:35,30154,Numbani,Atlanta Reign,San Francisco Shock,Atlanta Reign,San Francisco Shock,3,0
9/7/2019 2:03,30154,Horizon Lunar Colony,San Francisco Shock,Atlanta Reign,Atlanta Reign,Atlanta Reign,1,0
9/7/2019 2:23,30154,Watchpoint: Gibraltar,Atlanta Reign,San Francisco Shock,Atlanta Reign,San Francisco Shock,2,1
9/7/2019 2:45,30154,Lijiang Tower,Atlanta Reign,San Francisco Shock,Atlanta Reign,Atlanta Reign,2,0
9/7/2019 3:07,30154,King's Row,Atlanta Reign,San Francisco Shock,Atlanta Reign,San Francisco Shock,6,5
9/7/2019 3:36,30154,Rialto,Atlanta Reign,San Francisco Shock,Atlanta Reign,Atlanta Reign,3,2
9/8/2019 1:08,30161,Busan,Seoul Dynasty,Hangzhou Spark,Hangzhou Spark,Hangzhou Spark,2,0
9/8/2019 1:23,30161,Eichenwalde,Seoul Dynasty,Hangzhou Spark,Hangzhou Spark,Seoul Dynasty,3,2
9/8/2019 1:58,30161,Temple of Anubis,Seoul Dynasty,Hangzhou Spark,Hangzhou Spark,Hangzhou Spark,2,1
9/8/2019 2:22,30161,Dorado,Seoul Dynasty,Hangzhou Spark,Hangzhou Spark,Hangzhou Spark,3,2
9/8/2019 2:42,30161,Lijiang Tower,Seoul Dynasty,Hangzhou Spark,Hangzhou Spark,Hangzhou Spark,2,0
9/8/2019 3:14,30164,Busan,London Spitfire,San Francisco Shock,San Francisco Shock,San Francisco Shock,2,1
9/8/2019 3:36,30164,Numbani,London Spitfire,San Francisco Shock,San Francisco Shock,San Francisco Shock,3,2
9/8/2019 4:10,30164,Horizon Lunar Colony,San Francisco Shock,London Spitfire,San Francisco Shock,San Francisco Shock,2,1
9/8/2019 4:30,30164,Watchpoint: Gibraltar,London Spitfire,San Francisco Shock,San Francisco Shock,San Francisco Shock,2,1
9/8/2019 19:08,30155,Busan,Los Angeles Gladiators,Vancouver Titans,Vancouver Titans,Vancouver Titans,2,0
9/8/2019 19:24,30155,King's Row,Vancouver Titans,Los Angeles Gladiators,Vancouver Titans,Los Angeles Gladiators,3,1
9/8/2019 19:57,30155,Temple of Anubis,Los Angeles Gladiators,Vancouver Titans,Vancouver Titans,Vancouver Titans,3,2
9/8/2019 20:17,30155,Rialto,Vancouver Titans,Los Angeles Gladiators,Vancouver Titans,Los Angeles Gladiators,4,3
9/8/2019 20:42,30155,Lijiang Tower,Los Angeles Gladiators,Vancouver Titans,Vancouver Titans,Vancouver Titans,2,1
9/8/2019 21:08,30155,Eichenwalde,Vancouver Titans,Los Angeles Gladiators,Vancouver Titans,Vancouver Titans,2,1
9/8/2019 21:40,30163,Busan,Atlanta Reign,New York Excelsior,New York Excelsior,New York Excelsior,2,1
9/8/2019 22:00,30163,King's Row,New York Excelsior,Atlanta Reign,New York Excelsior,New York Excelsior,5,4
9/8/2019 22:41,30163,Hanamura,New York Excelsior,Atlanta Reign,New York Excelsior,Atlanta Reign,2,1
9/8/2019 22:59,30163,Rialto,Atlanta Reign,New York Excelsior,New York Excelsior,New York Excelsior,2,1
9/8/2019 23:18,30163,Lijiang Tower,Atlanta Reign,New York Excelsior,New York Excelsior,Atlanta Reign,2,0
