start_time,esports_match_id,map_name,team_one_name,team_two_name,match_winner,map_winner,winning_team_final_map_score,losing_team_final_map_score
9/8/2019 23:41,30163,Numbani,Atlanta Reign,New York Excelsior,New York Excelsior,New York Excelsior,3,2
9/12/2019 23:09,30162,Busan,Atlanta Reign,Hangzhou Spark,Hangzhou Spark,Hangzhou Spark,2,0
9/12/2019 23:23,30162,Numbani,Atlanta Reign,Hangzhou Spark,Hangzhou Spark,Hangzhou Spark,6,4
9/13/2019 0:07,30162,Temple of Anubis,Atlanta Reign,Hangzhou Spark,Hangzhou Spark,Hangzhou Spark,3,2
9/13/2019 0:32,30162,Watchpoint: Gibraltar,Atlanta Reign,Hangzhou Spark,Hangzhou Spark,Hangzhou Spark,4,3
9/13/2019 1:11,30159,Busan,Los Angeles Gladiators,San Francisco Shock,San Francisco Shock,San Francisco Shock,2,0
9/13/2019 1:27,30159,King's Row,Los Angeles Gladiators,San Francisco Shock,San Francisco Shock,San Francisco Shock,3,2
9/13/2019 2:00,30159,Horizon Lunar Colony,San Francisco Shock,Los Angeles Gladiators,San Francisco Shock,San Francisco Shock,3,2
9/13/2019 2:29,30159,Rialto,Los Angeles Gladiators,San Francisco Shock,San Francisco Shock,San Francisco Shock,4,3
9/13/2019 23:09,30156,Lijiang Tower,New York Excelsior,Vancouver Titans,Vancouver Titans,Vancouver Titans,2,0
9/13/2019 23:25,30156,King's Row,Vancouver Titans,New York Excelsior,Vancouver Titans,New York Excelsior,3,2
9/14/2019 0:00,30156,Temple of Anubis,New York Excelsior,Vancouver Titans,Vancouver Titans,New York Excelsior,3,2
9/14/2019 0:26,30156,Watchpoint: Gibraltar,New York Excelsior,Vancouver Titans,Vancouver Titans,Vancouver Titans,3,2
9/14/2019 0:45,30156,Busan,New York Excelsior,Vancouver Titans,Vancouver Titans,Vancouver Titans,2,0
9/14/2019 1:06,30156,Numbani,Vancouver Titans,New York Excelsior,Vancouver Titans,New York Excelsior,6,3
9/14/2019 1:36,30156,Dorado,New York Excelsior,Vancouver Titans,Vancouver Titans,Vancouver Titans,3,1
9/14/2019 19:11,30160,Busan,Hangzhou Spark,San Francisco Shock,San Francisco Shock,San Francisco Shock,2,1
9/14/2019 19:32,30160,King's Row,Hangzhou Spark,San Francisco Shock,San Francisco Shock,San Francisco Shock,4,3
9/14/2019 20:09,30160,Temple of Anubis,San Francisco Shock,Hangzhou Spark,San Francisco Shock,San Francisco Shock,5,4
9/14/2019 20:41,30160,Dorado,Hangzhou Spark,San Francisco Shock,San Francisco Shock,San Francisco Shock,5,4
9/15/2019 19:10,30158,Lijiang Tower,San Francisco Shock,New York Excelsior,San Francisco Shock,San Francisco Shock,2,1
9/15/2019 19:30,30158,King's Row,New York Excelsior,San Francisco Shock,San Francisco Shock,San Francisco Shock,3,2
9/15/2019 20:09,30158,Temple of Anubis,San Francisco Shock,New York Excelsior,San Francisco Shock,San Francisco Shock,6,5
9/15/2019 20:45,30158,Rialto,New York Excelsior,San Francisco Shock,San Francisco Shock,San Francisco Shock,3,2
9/29/2019 19:14,30157,Lijiang Tower,San Francisco Shock,Vancouver Titans,San Francisco Shock,San Francisco Shock,2,0
9/29/2019 19:32,30157,Eichenwalde,Vancouver Titans,San Francisco Shock,San Francisco Shock,San Francisco Shock,4,3
9/29/2019 20:15,30157,Temple of Anubis,San Francisco Shock,Vancouver Titans,San Francisco Shock,San Francisco Shock,4,3
9/29/2019 20:47,30157,Watchpoint: Gibraltar,Vancouver Titans,San Francisco Shock,San Francisco Shock,San Francisco Shock,3,2
2/15/2019 0:11,21211,Ilios,Philadelphia Fusion,London Spitfire,Philadelphia Fusion,Philadelphia Fusion,2,1
2/15/2019 0:27,21211,Hollywood,London Spitfire,Philadelphia Fusion,Philadelphia Fusion,Philadelphia Fusion,3,2
2/15/2019 0:59,21211,Volskaya Industries,Philadelphia Fusion,London Spitfire,Philadelphia Fusion,London Spitfire,5,4
2/15/2019 1:28,21211,Rialto,Philadelphia Fusion,London Spitfire,Philadelphia Fusion,Philadelphia Fusion,1,0
2/15/2019 1:54,21221,Nepal,New York Excelsior,Boston Uprising,New York Excelsior,New York Excelsior,2,0
2/15/2019 2:08,21221,Numbani,New York Excelsior,Boston Uprising,New York Excelsior,Boston Uprising,4,3
2/15/2019 2:41,21221,Horizon Lunar Colony,New York Excelsior,Boston Uprising,New York Excelsior,draw,4,4
2/15/2019 3:12,21221,Route 66,New York Excelsior,Boston Uprising,New York Excelsior,New York Excelsior,3,2
2/15/2019 3:46,21231,Ilios,Seoul Dynasty,Los Angeles Gladiators,Seoul Dynasty,Los Angeles Gladiators,2,0
2/15/2019 3:58,21231,King's Row,Los Angeles Gladiators,Seoul Dynasty,Seoul Dynasty,Seoul Dynasty,3,1
2/15/2019 4:23,21231,Horizon Lunar Colony,Seoul Dynasty,Los Angeles Gladiators,Seoul Dynasty,Seoul Dynasty,1,0
2/15/2019 4:37,21231,Route 66,Seoul Dynasty,Los Angeles Gladiators,Seoul Dynasty,Seoul Dynasty,5,4
2/15/2019 5:26,21176,Busan,Shanghai Dragons,Hangzhou Spark,Hangzhou Spark,Hangzhou Spark,2,1
2/15/2019 5:45,21176,Hollywood,Hangzhou Spark,Shanghai Dragons,Hangzhou Spark,Hangzhou Spark,2,1
2/15/2019 6:06,21176,Horizon Lunar Colony,Shanghai Dragons,Hangzhou Spark,Hangzhou Spark,Shanghai Dragons,3,2
2/15/2019 6:35,21176,Rialto,Hangzhou Spark,Shanghai Dragons,Hangzhou Spark,Hangzhou Spark,2,1
2/16/2019 0:05,21177,Nepal,Toronto Defiant,Houston Outlaws,Toronto Defiant,Houston Outlaws,2,1
2/16/2019 0:30,21177,Numbani,Toronto Defiant,Houston Outlaws,Toronto Defiant,Houston Outlaws,5,4
2/16/2019 1:04,21177,Volskaya Industries,Houston Outlaws,Toronto Defiant,Toronto Defiant,Toronto Defiant,1,0
2/16/2019 1:25,21177,Route 66,Houston Outlaws,Toronto Defiant,Toronto Defiant,Toronto Defiant,2,1
2/16/2019 1:48,21177,Busan,Toronto Defiant,Houston Outlaws,Toronto Defiant,Toronto Defiant,2,1
2/16/2019 2:19,21241,Ilios,Atlanta Reign,Florida Mayhem,Atlanta Reign,Atlanta Reign,2,0
2/16/2019 2:36,21241,Hollywood,Atlanta Reign,Florida Mayhem,Atlanta Reign,Atlanta Reign,2,1
2/16/2019 3:00,21241,Volskaya Industries,Atlanta Reign,Florida Mayhem,Atlanta Reign,Atlanta Reign,5,4
2/16/2019 3:34,21241,Route 66,Atlanta Reign,Florida Mayhem,Atlanta Reign,Atlanta Reign,2,1
2/16/2019 4:03,21126,Nepal,Dallas Fuel,San Francisco Shock,San Francisco Shock,San Francisco Shock,2,0
2/16/2019 4:19,21126,King's Row,Dallas Fuel,San Francisco Shock,San Francisco Shock,San Francisco Shock,3,1
2/16/2019 4:45,21126,Horizon Lunar Colony,Dallas Fuel,San Francisco Shock,San Francisco Shock,San Francisco Shock,3,2
2/16/2019 5:07,21126,Rialto,Dallas Fuel,San Francisco Shock,San Francisco Shock,San Francisco Shock,3,1
2/16/2019 5:38,21212,Busan,Chengdu Hunters,Guangzhou Charge,Chengdu Hunters,Guangzhou Charge,2,0
2/16/2019 5:53,21212,Numbani,Guangzhou Charge,Chengdu Hunters,Chengdu Hunters,Chengdu Hunters,3,2
2/16/2019 6:20,21212,Volskaya Industries,Guangzhou Charge,Chengdu Hunters,Chengdu Hunters,Guangzhou Charge,3,2
2/16/2019 6:44,21212,Dorado,Guangzhou Charge,Chengdu Hunters,Chengdu Hunters,Chengdu Hunters,2,1
2/16/2019 7:06,21212,Nepal,Chengdu Hunters,Guangzhou Charge,Chengdu Hunters,Chengdu Hunters,2,1
2/16/2019 20:06,21209,Ilios,London Spitfire,Paris Eternal,Paris Eternal,Paris Eternal,2,0
2/16/2019 20:21,21209,King's Row,London Spitfire,Paris Eternal,Paris Eternal,London Spitfire,2,1
2/16/2019 20:44,21209,Volskaya Industries,Paris Eternal,London Spitfire,Paris Eternal,Paris Eternal,3,2
2/16/2019 21:06,21209,Route 66,London Spitfire,Paris Eternal,Paris Eternal,Paris Eternal,3,0
2/16/2019 21:33,21127,Ilios,Washington Justice,New York Excelsior,New York Excelsior,New York Excelsior,2,0
2/16/2019 21:44,21127,King's Row,New York Excelsior,Washington Justice,New York Excelsior,New York Excelsior,1,0
2/16/2019 22:03,21127,Horizon Lunar Colony,Washington Justice,New York Excelsior,New York Excelsior,Washington Justice,1,0
2/16/2019 22:17,21127,Rialto,New York Excelsior,Washington Justice,New York Excelsior,New York Excelsior,2,1
2/16/2019 22:53,21251,Busan,Los Angeles Valiant,Hangzhou Spark,Hangzhou Spark,Hangzhou Spark,2,1
2/16/2019 23:11,21251,Numbani,Hangzhou Spark,Los Angeles Valiant,Hangzhou Spark,Los Angeles Valiant,3,1
2/16/2019 23:38,21251,Temple of Anubis,Hangzhou Spark,Los Angeles Valiant,Hangzhou Spark,Los Angeles Valiant,4,3
2/17/2019 0:07,21251,Dorado,Hangzhou Spark,Los Angeles Valiant,Hangzhou Spark,Hangzhou Spark,3,2
2/17/2019 0:32,21251,Nepal,Hangzhou Spark,Los Angeles Valiant,Hangzhou Spark,Hangzhou Spark,2,1
2/17/2019 1:01,21222,Busan,Vancouver Titans,Shanghai Dragons,Vancouver Titans,Vancouver Titans,2,1
2/17/2019 1:22,21222,Hollywood,Vancouver Titans,Shanghai Dragons,Vancouver Titans,Vancouver Titans,1,0
2/17/2019 1:41,21222,Temple of Anubis,Vancouver Titans,Shanghai Dragons,Vancouver Titans,Vancouver Titans,3,2
2/17/2019 2:05,21222,Dorado,Vancouver Titans,Shanghai Dragons,Vancouver Titans,Vancouver Titans,2,1
2/17/2019 20:07,21213,Nepal,Houston Outlaws,Boston Uprising,Boston Uprising,Houston Outlaws,2,0
2/17/2019 20:21,21213,Hollywood,Houston Outlaws,Boston Uprising,Boston Uprising,Boston Uprising,3,2
2/17/2019 20:50,21213,Volskaya Industries,Houston Outlaws,Boston Uprising,Boston Uprising,Boston Uprising,4,3
2/17/2019 21:17,21213,Dorado,Houston Outlaws,Boston Uprising,Boston Uprising,Houston Outlaws,4,3
2/17/2019 21:43,21213,Ilios,Houston Outlaws,Boston Uprising,Boston Uprising,Boston Uprising,2,1
2/17/2019 22:09,21261,Nepal,Philadelphia Fusion,Atlanta Reign,Philadelphia Fusion,Atlanta Reign,2,1
2/17/2019 22:31,21261,King's Row,Philadelphia Fusion,Atlanta Reign,Philadelphia Fusion,Philadelphia Fusion,2,1
2/17/2019 22:53,21261,Volskaya Industries,Atlanta Reign,Philadelphia Fusion,Philadelphia Fusion,Atlanta Reign,5,4
2/17/2019 23:27,21261,Dorado,Philadelphia Fusion,Atlanta Reign,Philadelphia Fusion,Philadelphia Fusion,2,1
2/17/2019 23:44,21261,Ilios,Philadelphia Fusion,Atlanta Reign,Philadelphia Fusion,Philadelphia Fusion,2,1
2/18/2019 0:13,21128,Ilios,San Francisco Shock,Los Angeles Gladiators,Los Angeles Gladiators,San Francisco Shock,2,1
2/18/2019 0:34,21128,Hollywood,San Francisco Shock,Los Angeles Gladiators,Los Angeles Gladiators,Los Angeles Gladiators,3,1
2/18/2019 1:00,21128,Horizon Lunar Colony,San Francisco Shock,Los Angeles Gladiators,Los Angeles Gladiators,Los Angeles Gladiators,3,2
2/18/2019 1:28,21128,Rialto,Los Angeles Gladiators,San Francisco Shock,Los Angeles Gladiators,San Francisco Shock,4,3
2/18/2019 2:00,21128,Busan,San Francisco Shock,Los Angeles Gladiators,Los Angeles Gladiators,Los Angeles Gladiators,2,1
2/18/2019 2:27,21271,Busan,Seoul Dynasty,Dallas Fuel,Dallas Fuel,Dallas Fuel,2,1
2/18/2019 2:46,21271,King's Row,Dallas Fuel,Seoul Dynasty,Dallas Fuel,Dallas Fuel,4,3
2/18/2019 3:22,21271,Volskaya Industries,Seoul Dynasty,Dallas Fuel,Dallas Fuel,Seoul Dynasty,4,3
2/18/2019 3:48,21271,Rialto,Dallas Fuel,Seoul Dynasty,Dallas Fuel,Dallas Fuel,1,0
2/22/2019 0:05,21210,Busan,Washington Justice,London Spitfire,London Spitfire,Washington Justice,2,1
2/22/2019 0:27,21210,Numbani,London Spitfire,Washington Justice,London Spitfire,Washington Justice,3,2
2/22/2019 0:56,21210,Horizon Lunar Colony,London Spitfire,Washington Justice,London Spitfire,London Spitfire,4,2
2/22/2019 1:21,21210,Rialto,Washington Justice,London Spitfire,London Spitfire,London Spitfire,3,2
2/22/2019 1:44,21210,Nepal,Washington Justice,London Spitfire,London Spitfire,London Spitfire,2,0
2/22/2019 2:08,21232,Nepal,Philadelphia Fusion,Florida Mayhem,Florida Mayhem,Florida Mayhem,2,0
2/22/2019 2:22,21232,Numbani,Philadelphia Fusion,Florida Mayhem,Florida Mayhem,Philadelphia Fusion,4,3
2/22/2019 2:54,21232,Temple of Anubis,Florida Mayhem,Philadelphia Fusion,Florida Mayhem,draw,4,4
2/22/2019 3:25,21232,Route 66,Florida Mayhem,Philadelphia Fusion,Florida Mayhem,Florida Mayhem,1,0
2/22/2019 3:46,21272,Busan,Guangzhou Charge,Dallas Fuel,Guangzhou Charge,Guangzhou Charge,2,0
2/22/2019 4:04,21272,Hollywood,Dallas Fuel,Guangzhou Charge,Guangzhou Charge,Guangzhou Charge,2,1
2/22/2019 4:30,21272,Temple of Anubis,Dallas Fuel,Guangzhou Charge,Guangzhou Charge,Guangzhou Charge,2,0
2/22/2019 4:46,21272,Route 66,Dallas Fuel,Guangzhou Charge,Guangzhou Charge,Guangzhou Charge,3,2
2/22/2019 5:19,21233,Ilios,Seoul Dynasty,Chengdu Hunters,Seoul Dynasty,Seoul Dynasty,2,1
2/22/2019 5:39,21233,Hollywood,Seoul Dynasty,Chengdu Hunters,Seoul Dynasty,Seoul Dynasty,2,1
2/22/2019 6:00,21233,Horizon Lunar Colony,Chengdu Hunters,Seoul Dynasty,Seoul Dynasty,Seoul Dynasty,4,3
2/22/2019 6:24,21233,Rialto,Seoul Dynasty,Chengdu Hunters,Seoul Dynasty,Seoul Dynasty,3,2
2/23/2019 0:05,21178,Busan,Atlanta Reign,Toronto Defiant,Atlanta Reign,Toronto Defiant,2,1
2/23/2019 0:23,21178,Numbani,Atlanta Reign,Toronto Defiant,Atlanta Reign,Atlanta Reign,2,1
2/23/2019 0:48,21178,Horizon Lunar Colony,Atlanta Reign,Toronto Defiant,Atlanta Reign,Atlanta Reign,6,4
2/23/2019 1:25,21178,Dorado,Toronto Defiant,Atlanta Reign,Atlanta Reign,Atlanta Reign,3,0
2/23/2019 1:53,21242,Nepal,New York Excelsior,Los Angeles Valiant,New York Excelsior,Los Angeles Valiant,2,0
2/23/2019 2:10,21242,Hollywood,New York Excelsior,Los Angeles Valiant,New York Excelsior,New York Excelsior,2,1
2/23/2019 2:31,21242,Volskaya Industries,New York Excelsior,Los Angeles Valiant,New York Excelsior,Los Angeles Valiant,2,0
2/23/2019 2:48,21242,Rialto,New York Excelsior,Los Angeles Valiant,New York Excelsior,New York Excelsior,2,1
2/23/2019 3:08,21242,Ilios,New York Excelsior,Los Angeles Valiant,New York Excelsior,New York Excelsior,2,0
2/23/2019 3:33,21281,Ilios,Shanghai Dragons,Boston Uprising,Shanghai Dragons,Shanghai Dragons,2,0
2/23/2019 3:48,21281,King's Row,Shanghai Dragons,Boston Uprising,Shanghai Dragons,Shanghai Dragons,4,3
2/23/2019 4:18,21281,Horizon Lunar Colony,Shanghai Dragons,Boston Uprising,Shanghai Dragons,Shanghai Dragons,5,4
2/23/2019 4:47,21281,Rialto,Shanghai Dragons,Boston Uprising,Shanghai Dragons,Boston Uprising,1,0
2/23/2019 5:15,21179,Busan,Houston Outlaws,Hangzhou Spark,Houston Outlaws,Houston Outlaws,2,0
2/23/2019 5:29,21179,King's Row,Hangzhou Spark,Houston Outlaws,Houston Outlaws,Houston Outlaws,5,4
2/23/2019 6:05,21179,Temple of Anubis,Hangzhou Spark,Houston Outlaws,Houston Outlaws,Houston Outlaws,4,3
2/23/2019 6:31,21179,Dorado,Hangzhou Spark,Houston Outlaws,Houston Outlaws,Hangzhou Spark,1,0
2/23/2019 20:05,21243,Nepal,Los Angeles Gladiators,Paris Eternal,Paris Eternal,Los Angeles Gladiators,2,1
2/23/2019 20:23,21243,Numbani,Paris Eternal,Los Angeles Gladiators,Paris Eternal,Paris Eternal,3,2
2/23/2019 20:47,21243,Temple of Anubis,Los Angeles Gladiators,Paris Eternal,Paris Eternal,draw,3,3
2/23/2019 21:14,21243,Dorado,Paris Eternal,Los Angeles Gladiators,Paris Eternal,Paris Eternal,3,2
2/23/2019 21:47,21282,Busan,Philadelphia Fusion,Dallas Fuel,Dallas Fuel,Dallas Fuel,2,0
2/23/2019 22:01,21282,Numbani,Philadelphia Fusion,Dallas Fuel,Dallas Fuel,Dallas Fuel,3,1
2/23/2019 22:30,21282,Horizon Lunar Colony,Philadelphia Fusion,Dallas Fuel,Dallas Fuel,Philadelphia Fusion,4,3
2/23/2019 22:54,21282,Dorado,Dallas Fuel,Philadelphia Fusion,Dallas Fuel,Dallas Fuel,3,2
2/23/2019 23:25,21291,Nepal,Vancouver Titans,Guangzhou Charge,Vancouver Titans,Guangzhou Charge,2,0
2/23/2019 23:43,21291,Hollywood,Vancouver Titans,Guangzhou Charge,Vancouver Titans,Vancouver Titans,1,0
2/24/2019 0:00,21291,Volskaya Industries,Guangzhou Charge,Vancouver Titans,Vancouver Titans,Vancouver Titans,3,2
2/24/2019 0:23,21291,Route 66,Guangzhou Charge,Vancouver Titans,Vancouver Titans,Guangzhou Charge,4,3
2/24/2019 0:53,21291,Ilios,Guangzhou Charge,Vancouver Titans,Vancouver Titans,Vancouver Titans,2,1
2/24/2019 1:24,21234,Nepal,Chengdu Hunters,Florida Mayhem,Chengdu Hunters,Chengdu Hunters,2,1
2/24/2019 1:41,21234,King's Row,Florida Mayhem,Chengdu Hunters,Chengdu Hunters,Florida Mayhem,3,2
2/24/2019 2:08,21234,Temple of Anubis,Florida Mayhem,Chengdu Hunters,Chengdu Hunters,Chengdu Hunters,2,0
2/24/2019 2:22,21234,Rialto,Florida Mayhem,Chengdu Hunters,Chengdu Hunters,Florida Mayhem,3,2
2/24/2019 2:45,21234,Busan,Chengdu Hunters,Florida Mayhem,Chengdu Hunters,Chengdu Hunters,2,0
2/24/2019 20:05,21301,Ilios,Hangzhou Spark,London Spitfire,London Spitfire,London Spitfire,2,0
2/24/2019 20:21,21301,Numbani,Hangzhou Spark,London Spitfire,London Spitfire,London Spitfire,2,1
2/24/2019 20:47,21301,Horizon Lunar Colony,Hangzhou Spark,London Spitfire,London Spitfire,London Spitfire,2,0
2/24/2019 21:02,21301,Dorado,Hangzhou Spark,London Spitfire,London Spitfire,Hangzhou Spark,3,2
2/24/2019 21:35,21235,Nepal,New York Excelsior,Houston Outlaws,New York Excelsior,New York Excelsior,2,0
2/24/2019 21:51,21235,Hollywood,Houston Outlaws,New York Excelsior,New York Excelsior,New York Excelsior,3,0
2/24/2019 22:13,21235,Temple of Anubis,Houston Outlaws,New York Excelsior,New York Excelsior,New York Excelsior,2,0
2/24/2019 22:26,21235,Route 66,Houston Outlaws,New York Excelsior,New York Excelsior,New York Excelsior,2,1
2/24/2019 22:59,21180,Ilios,Toronto Defiant,Los Angeles Valiant,Toronto Defiant,Toronto Defiant,2,1
2/24/2019 23:21,21180,Hollywood,Toronto Defiant,Los Angeles Valiant,Toronto Defiant,draw,3,3
2/24/2019 23:57,21180,Horizon Lunar Colony,Toronto Defiant,Los Angeles Valiant,Toronto Defiant,Toronto Defiant,4,3
2/25/2019 0:25,21180,Dorado,Toronto Defiant,Los Angeles Valiant,Toronto Defiant,Los Angeles Valiant,3,2
2/25/2019 0:57,21244,Busan,Vancouver Titans,San Francisco Shock,Vancouver Titans,Vancouver Titans,2,0
2/25/2019 1:13,21244,King's Row,Vancouver Titans,San Francisco Shock,Vancouver Titans,Vancouver Titans,5,4
2/25/2019 1:50,21244,Volskaya Industries,San Francisco Shock,Vancouver Titans,Vancouver Titans,Vancouver Titans,2,1
2/25/2019 2:11,21244,Route 66,Vancouver Titans,San Francisco Shock,Vancouver Titans,San Francisco Shock,5,4
3/1/2019 0:06,21252,Ilios,Washington Justice,Philadelphia Fusion,Philadelphia Fusion,Washington Justice,2,1
3/1/2019 0:23,21252,Hollywood,Philadelphia Fusion,Washington Justice,Philadelphia Fusion,Philadelphia Fusion,2,1
3/1/2019 0:48,21252,Temple of Anubis,Washington Justice,Philadelphia Fusion,Philadelphia Fusion,Philadelphia Fusion,4,3
3/1/2019 1:13,21252,Route 66,Washington Justice,Philadelphia Fusion,Philadelphia Fusion,Philadelphia Fusion,3,1
3/1/2019 1:43,21223,Nepal,Seoul Dynasty,Boston Uprising,Boston Uprising,Boston Uprising,2,1
3/1/2019 2:03,21223,Numbani,Seoul Dynasty,Boston Uprising,Boston Uprising,Boston Uprising,5,4
3/1/2019 2:39,21223,Temple of Anubis,Seoul Dynasty,Boston Uprising,Boston Uprising,Seoul Dynasty,4,3
3/1/2019 3:04,21223,Route 66,Seoul Dynasty,Boston Uprising,Boston Uprising,Boston Uprising,3,2
3/1/2019 3:34,21214,Busan,Florida Mayhem,Guangzhou Charge,Guangzhou Charge,Guangzhou Charge,2,0
3/1/2019 3:49,21214,Numbani,Florida Mayhem,Guangzhou Charge,Guangzhou Charge,Florida Mayhem,2,1
3/1/2019 4:12,21214,Horizon Lunar Colony,Guangzhou Charge,Florida Mayhem,Guangzhou Charge,Guangzhou Charge,1,0
3/1/2019 4:28,21214,Rialto,Florida Mayhem,Guangzhou Charge,Guangzhou Charge,Florida Mayhem,2,1
3/1/2019 4:50,21214,Ilios,Florida Mayhem,Guangzhou Charge,Guangzhou Charge,Guangzhou Charge,2,0
3/1/2019 5:14,21262,Ilios,San Francisco Shock,Hangzhou Spark,San Francisco Shock,Hangzhou Spark,2,1
3/1/2019 5:32,21262,Hollywood,Hangzhou Spark,San Francisco Shock,San Francisco Shock,San Francisco Shock,1,0
3/1/2019 5:53,21262,Temple of Anubis,Hangzhou Spark,San Francisco Shock,San Francisco Shock,San Francisco Shock,4,2
3/1/2019 6:23,21262,Route 66,Hangzhou Spark,San Francisco Shock,San Francisco Shock,San Francisco Shock,3,0
3/2/2019 0:06,21129,Busan,Los Angeles Gladiators,London Spitfire,London Spitfire,London Spitfire,2,1
3/2/2019 0:25,21129,Numbani,London Spitfire,Los Angeles Gladiators,London Spitfire,draw,3,3
3/2/2019 0:57,21129,Volskaya Industries,London Spitfire,Los Angeles Gladiators,London Spitfire,Los Angeles Gladiators,3,2
3/2/2019 1:18,21129,Dorado,London Spitfire,Los Angeles Gladiators,London Spitfire,London Spitfire,2,1
3/2/2019 1:44,21253,Busan,Toronto Defiant,New York Excelsior,New York Excelsior,New York Excelsior,2,1
3/2/2019 2:01,21253,King's Row,New York Excelsior,Toronto Defiant,New York Excelsior,New York Excelsior,3,2
3/2/2019 2:31,21253,Temple of Anubis,New York Excelsior,Toronto Defiant,New York Excelsior,New York Excelsior,2,1
3/2/2019 2:50,21253,Dorado,New York Excelsior,Toronto Defiant,New York Excelsior,Toronto Defiant,3,0
3/2/2019 3:21,21224,Nepal,Vancouver Titans,Los Angeles Valiant,Vancouver Titans,Vancouver Titans,2,0
3/2/2019 3:31,21224,King's Row,Vancouver Titans,Los Angeles Valiant,Vancouver Titans,Vancouver Titans,3,2
3/2/2019 3:58,21224,Horizon Lunar Colony,Vancouver Titans,Los Angeles Valiant,Vancouver Titans,Vancouver Titans,1,0
3/2/2019 4:11,21224,Rialto,Los Angeles Valiant,Vancouver Titans,Vancouver Titans,Los Angeles Valiant,3,2
3/2/2019 4:39,21215,Busan,Shanghai Dragons,Chengdu Hunters,Shanghai Dragons,Shanghai Dragons,2,1
3/2/2019 4:58,21215,Numbani,Shanghai Dragons,Chengdu Hunters,Shanghai Dragons,Shanghai Dragons,3,2
3/2/2019 5:25,21215,Volskaya Industries,Shanghai Dragons,Chengdu Hunters,Shanghai Dragons,Shanghai Dragons,5,4
3/2/2019 5:55,21215,Dorado,Shanghai Dragons,Chengdu Hunters,Shanghai Dragons,Shanghai Dragons,2,1
3/2/2019 20:06,21263,Ilios,Paris Eternal,Atlanta Reign,Atlanta Reign,Atlanta Reign,2,0
3/2/2019 20:21,21263,Hollywood,Paris Eternal,Atlanta Reign,Atlanta Reign,Atlanta Reign,3,1
3/2/2019 20:48,21263,Temple of Anubis,Paris Eternal,Atlanta Reign,Atlanta Reign,Atlanta Reign,2,0
3/2/2019 21:02,21263,Route 66,Paris Eternal,Atlanta Reign,Atlanta Reign,Atlanta Reign,3,2
3/2/2019 21:36,21130,Ilios,Florida Mayhem,Houston Outlaws,Houston Outlaws,Houston Outlaws,2,1
3/2/2019 21:59,21130,King's Row,Florida Mayhem,Houston Outlaws,Houston Outlaws,Houston Outlaws,5,3
3/2/2019 22:38,21130,Horizon Lunar Colony,Florida Mayhem,Houston Outlaws,Houston Outlaws,Houston Outlaws,4,3
3/2/2019 23:04,21130,Rialto,Florida Mayhem,Houston Outlaws,Houston Outlaws,Florida Mayhem,2,1
3/2/2019 23:32,21273,Nepal,San Francisco Shock,Washington Justice,San Francisco Shock,San Francisco Shock,2,1
